id,agent_id,latitude,longitude,price,area_surface,property_type,floors,rooms,description,images,has_parking,distance_to_city_center,hospital_nearby,police_station_nearby,fire_station_nearby,public_transport_accessible,created_at
21,33,36.70296014265523,3.03015337744451,243090,109.26134588063738,Villa,1,1,Nice property #21,['image_21.jpg'],False,14.72,True,False,False,False,2024-11-15 00:38:53.530690
22,41,36.77308818180439,3.0940472074478595,121905,54.452276293457814,Apartment,2,3,Nice property #22,['image_22.jpg'],False,11.86,True,True,False,True,2024-12-28 00:38:53.530701
23,44,36.68566124563251,2.976212686409671,218763,136.6634273950415,Apartment,0,5,Nice property #23,['image_23.jpg'],False,14.86,True,True,True,False,2024-11-25 00:38:53.530710
24,38,36.745595620177944,3.0408747346111427,161758,107.65368222833045,Villa,3,1,Nice property #24,['image_24.jpg'],False,1.65,True,True,True,False,2024-08-20 00:38:53.530722
25,36,36.601574124714794,2.9384687545493304,136755,89.24045514789337,Apartment,0,5,Nice property #25,['image_25.jpg'],True,11.67,True,True,False,True,2025-03-14 00:38:53.530739
26,38,36.69824053009939,2.9707550055927405,149678,99.08301397915581,Villa,0,4,Nice property #26,['image_26.jpg'],False,3.98,True,True,False,False,2024-10-13 00:38:53.530755
27,9,36.63768616834751,2.9275974102699474,101219,131.11679475078444,Villa,3,6,Nice property #27,['image_27.jpg'],True,14.66,False,True,True,False,2025-02-06 00:38:53.530773
28,33,36.69098673118141,3.0607674164466583,241832,84.70626210189576,Villa,3,2,Nice property #28,['image_28.jpg'],True,9.03,False,True,False,True,2024-07-19 00:38:53.530789
29,49,36.620409218411936,2.9960786914621425,83211,73.12717739292417,Villa,0,1,Nice property #29,['image_29.jpg'],True,6.77,True,False,False,True,2025-01-24 00:38:53.530807
30,27,36.69229314530192,3.057539661950427,232978,103.34315975114112,Villa,0,5,Nice property #30,['image_30.jpg'],True,5.58,False,True,True,True,2024-10-20 00:38:53.530824
31,39,36.744654954486464,3.027927029750984,133275,119.09171181217589,Studio,0,4,Nice property #31,['image_31.jpg'],False,9.1,True,False,True,True,2024-11-14 00:38:53.530848
32,47,36.77633831741778,2.98584425878419,203349,108.44535497871306,Apartment,3,3,Nice property #32,['image_32.jpg'],False,9.37,False,True,True,False,2024-10-22 00:38:53.530864
33,11,36.74176005401275,3.0368585025488164,150228,100.77649275172229,Studio,0,5,Nice property #33,['image_33.jpg'],True,1.54,False,True,False,False,2025-01-31 00:38:53.530880
34,23,36.75484862511463,3.0561304806829637,113809,131.1438854457333,Villa,0,6,Nice property #34,['image_34.jpg'],False,9.67,False,True,True,False,2024-08-25 00:38:53.530893
35,41,36.732501616551716,3.0927666994213903,177258,120.77805812669806,Apartment,2,5,Nice property #35,['image_35.jpg'],False,2.63,False,False,False,True,2024-10-07 00:38:53.530902
36,20,36.616717536413745,2.9552665327037717,139485,109.0533319286555,Villa,1,3,Nice property #36,['image_36.jpg'],True,2.34,True,False,True,False,2024-10-05 00:38:53.530912
37,10,36.792232774321455,2.978758223872882,234770,89.72218675792233,Apartment,2,2,Nice property #37,['image_37.jpg'],False,10.44,True,True,True,True,2025-06-26 00:38:53.530921
38,47,36.71518527597402,3.080214781619261,140830,50.34195004844651,Apartment,1,6,Nice property #38,['image_38.jpg'],False,6.54,True,True,False,False,2025-04-12 00:38:53.530931
39,5,36.69966530873094,2.95715198856089,192715,56.82897706697562,Studio,2,1,Nice property #39,['image_39.jpg'],False,2.16,True,False,False,False,2024-11-04 00:38:53.530940
40,48,36.70132811675533,2.9683706912883188,157951,107.22418396057768,Villa,2,1,Nice property #40,['image_40.jpg'],True,6.72,True,True,True,True,2025-03-28 00:38:53.530954
41,12,36.69473136607194,3.075427734342757,87495,138.3134601769005,Apartment,2,3,Nice property #41,['image_41.jpg'],False,8.82,True,True,True,False,2024-07-30 00:38:53.530971
42,37,36.74729890141364,3.0049573861749836,211376,149.33982463964904,Villa,1,1,Nice property #42,['image_42.jpg'],False,14.83,False,False,True,False,2024-07-25 00:38:53.530988
43,41,36.60403269909835,2.982255952337177,157869,134.6872292326612,Apartment,3,5,Nice property #43,['image_43.jpg'],True,12.0,False,False,True,False,2025-05-06 00:38:53.530998
44,32,36.743712432868215,2.9240667105892055,221939,146.19772973452416,Apartment,0,6,Nice property #44,['image_44.jpg'],False,4.82,True,True,True,True,2025-02-22 00:38:53.531008
45,23,36.61417500242463,3.0893123313642867,233349,102.3233034214263,Studio,0,4,Nice property #45,['image_45.jpg'],True,12.04,True,False,False,True,2024-11-30 00:38:53.531017
46,24,36.765591872769456,3.0036512034272884,175109,63.74763763861985,Apartment,0,2,Nice property #46,['image_46.jpg'],False,2.82,False,True,True,False,2024-09-20 00:38:53.531030
47,48,36.622412374211564,3.0457763584154014,149096,98.13037335945302,Villa,2,5,Nice property #47,['image_47.jpg'],False,13.93,False,False,False,True,2025-03-24 00:38:53.531041
48,7,36.77533888692055,3.0937976808621492,240532,136.97100244733468,Apartment,1,4,Nice property #48,['image_48.jpg'],True,12.7,False,True,False,True,2024-12-06 00:38:53.531050
49,46,36.79086882419719,3.020646641220142,160808,135.8104046987607,Apartment,2,5,Nice property #49,['image_49.jpg'],True,10.13,True,False,False,False,2025-07-02 00:38:53.531073
50,11,36.660188843630834,3.0234533596801794,83584,84.07559828874625,Studio,3,1,Nice property #50,['image_50.jpg'],True,14.56,True,True,False,True,2025-05-05 00:38:53.531082
51,30,36.79818858452074,3.0556643353817736,213506,68.94795583626885,Villa,1,6,Nice property #51,['image_51.jpg'],True,7.28,True,True,False,True,2024-10-04 00:38:53.531093
52,16,36.69939424774855,2.9796190401814218,109183,62.96133423571829,Apartment,1,6,Nice property #52,['image_52.jpg'],False,7.4,True,True,False,False,2024-08-20 00:38:53.531103
53,37,36.73617526006149,2.9016645117710933,221129,149.44082499609436,Apartment,0,6,Nice property #53,['image_53.jpg'],True,9.08,True,False,True,True,2025-05-06 00:38:53.531116
54,48,36.79070257808149,2.9209959553530105,207211,85.75946066851705,Apartment,0,2,Nice property #54,['image_54.jpg'],True,8.89,False,True,True,False,2024-12-05 00:38:53.531132
55,50,36.60778568911051,2.906227529932765,108860,62.32088888330133,Apartment,0,1,Nice property #55,['image_55.jpg'],True,11.58,False,True,False,True,2025-01-20 00:38:53.531148
56,8,36.700988229790376,3.008702230188202,243284,134.10524612919454,Studio,2,6,Nice property #56,['image_56.jpg'],True,4.14,False,True,False,False,2025-01-27 00:38:53.531167
57,36,36.70623958132005,3.097388735156463,127561,125.19654446496558,Studio,3,2,Nice property #57,['image_57.jpg'],True,8.13,False,False,True,True,2024-08-05 00:38:53.531176
58,28,36.726420344289565,2.9375712683875994,119153,124.17181055504422,Studio,0,2,Nice property #58,['image_58.jpg'],False,12.29,True,False,True,False,2025-06-12 00:38:53.531186
59,11,36.62098217391597,3.056940329286549,166173,117.14316242444337,Apartment,2,6,Nice property #59,['image_59.jpg'],False,12.65,False,True,False,False,2024-12-04 00:38:53.531199
60,15,36.7074786860755,2.9405610447059374,122702,96.4307369821653,Villa,3,2,Nice property #60,['image_60.jpg'],False,14.67,True,False,False,False,2024-09-03 00:38:53.531209
61,50,36.72252039437422,2.981644368407424,153862,76.38054461701873,Apartment,0,2,Nice property #61,['image_61.jpg'],True,13.45,False,False,True,True,2024-12-13 00:38:53.531219
62,6,36.70269107744752,3.02336763630383,232114,88.29182482945973,Villa,0,4,Nice property #62,['image_62.jpg'],False,5.56,False,False,False,False,2025-05-10 00:38:53.531228
63,35,36.697798713135455,3.008665090160586,81990,57.98075242342124,Studio,0,2,Nice property #63,['image_63.jpg'],True,8.41,False,False,True,True,2025-01-24 00:38:53.531238
64,14,36.63316030900217,2.974474156778021,225363,95.0239151050902,Studio,3,3,Nice property #64,['image_64.jpg'],False,8.88,True,True,True,True,2025-05-25 00:38:53.531247
65,4,36.67817672910582,2.971698355471052,182569,76.08935131528872,Villa,0,2,Nice property #65,['image_65.jpg'],False,3.05,True,False,False,False,2025-05-14 00:38:53.531257
66,46,36.609901000098546,3.0615048205826834,183401,120.73972798372857,Studio,2,1,Nice property #66,['image_66.jpg'],False,6.43,True,False,True,False,2024-10-02 00:38:53.531268
67,4,36.6055515858132,2.9377305526482007,218730,53.74257656681123,Villa,2,2,Nice property #67,['image_67.jpg'],True,12.18,True,False,False,True,2024-09-12 00:38:53.531284
68,43,36.796582229871724,2.9880075658865173,231380,61.723179054731716,Villa,1,6,Nice property #68,['image_68.jpg'],False,2.77,True,False,True,True,2024-10-26 00:38:53.531302
69,37,36.640237803958534,2.9992002087752923,154126,89.77401149334503,Studio,0,2,Nice property #69,['image_69.jpg'],True,5.36,False,False,True,False,2024-10-09 00:38:53.531311
70,32,36.69043325343943,2.913390446776901,118509,130.39604014138877,Villa,3,1,Nice property #70,['image_70.jpg'],True,3.4,True,True,True,True,2025-06-04 00:38:53.531325
71,20,36.61573565332219,3.0388549766653554,167968,54.11010909498586,Villa,1,6,Nice property #71,['image_71.jpg'],True,14.14,True,True,False,False,2024-12-30 00:38:53.531343
72,19,36.793547964927534,2.9452283177827745,112026,51.28537009331935,Villa,0,2,Nice property #72,['image_72.jpg'],True,4.77,True,False,False,True,2024-10-06 00:38:53.531355
73,32,36.74472500986029,3.028894884628858,107156,67.4405223164489,Studio,2,3,Nice property #73,['image_73.jpg'],False,14.37,False,False,True,True,2025-03-12 00:38:53.531365
74,30,36.69184526510647,2.92987492552073,182554,116.2555523925734,Studio,2,5,Nice property #74,['image_74.jpg'],False,8.91,False,False,True,True,2024-08-14 00:38:53.531378
75,15,36.756402629209795,2.9489439537742967,107962,85.93079204433153,Studio,0,2,Nice property #75,['image_75.jpg'],True,9.96,True,True,False,True,2025-01-31 00:38:53.531401
76,15,36.705731653659974,2.9759379474023335,233968,121.84385827807283,Studio,0,5,Nice property #76,['image_76.jpg'],True,3.57,True,False,True,False,2024-11-10 00:38:53.531411
77,2,36.778407081634555,3.0807016736182344,126274,75.07746377908713,Studio,0,1,Nice property #77,['image_77.jpg'],True,10.93,True,False,False,True,2024-08-31 00:38:53.531422
78,23,36.74282759262752,3.0112470677813628,210418,97.7517227925424,Studio,0,1,Nice property #78,['image_78.jpg'],False,6.76,True,True,True,True,2024-10-12 00:38:53.531443
79,29,36.650909426832456,3.0134622977150034,134764,64.96183652412822,Studio,3,4,Nice property #79,['image_79.jpg'],True,3.54,False,False,False,False,2025-02-02 00:38:53.531460
80,39,36.75334678417246,2.9027078492497416,131885,134.43999839447895,Villa,1,3,Nice property #80,['image_80.jpg'],True,6.75,True,True,False,True,2025-05-01 00:38:53.531472
81,43,36.72305542589818,3.0673990605147705,93718,81.57304690850623,Villa,2,3,Nice property #81,['image_81.jpg'],True,5.53,False,True,False,True,2025-05-24 00:38:53.531487
82,24,36.62505522530612,3.0448979662515914,195500,107.90059836761765,Studio,0,5,Nice property #82,['image_82.jpg'],True,6.23,False,False,True,False,2024-10-16 00:38:53.531507
83,20,36.61870620491251,3.011357379808005,204479,75.01333571687346,Studio,3,2,Nice property #83,['image_83.jpg'],True,9.32,True,True,False,False,2025-02-08 00:38:53.531519
84,20,36.74015181838254,3.02420107005251,132455,51.16043677857224,Apartment,1,3,Nice property #84,['image_84.jpg'],True,2.32,True,False,True,False,2025-05-16 00:38:53.531529
85,24,36.66730057312981,3.0159336762192206,222509,145.23653664722082,Apartment,3,4,Nice property #85,['image_85.jpg'],False,7.35,False,False,False,True,2025-07-13 00:38:53.531538
86,50,36.757625236177894,3.002836259279915,191838,55.6012700108934,Villa,0,6,Nice property #86,['image_86.jpg'],True,8.53,False,False,True,True,2025-05-13 00:38:53.531548
87,10,36.795497992356125,3.0218139023202673,123132,96.6154918457955,Apartment,2,3,Nice property #87,['image_87.jpg'],True,6.78,True,True,False,True,2025-04-30 00:38:53.531558
88,48,36.71733401719867,2.984290131661248,234848,86.50627952747742,Apartment,3,2,Nice property #88,['image_88.jpg'],True,4.92,False,True,True,False,2025-04-05 00:38:53.531568
89,50,36.660304534715564,3.0127703776478607,225378,110.54888399657322,Studio,0,2,Nice property #89,['image_89.jpg'],False,10.97,False,False,True,False,2024-07-23 00:38:53.531578
90,9,36.74485715162023,2.9097784282527406,216260,75.56928260910692,Villa,1,5,Nice property #90,['image_90.jpg'],False,8.93,False,True,False,True,2025-02-21 00:38:53.531586
91,50,36.66272055239572,2.9185261304419177,98647,135.77943327084168,Apartment,2,3,Nice property #91,['image_91.jpg'],True,4.86,False,False,False,False,2025-01-07 00:38:53.531597
92,23,36.74659492419008,2.9361660325567,161095,93.15811999545855,Apartment,3,3,Nice property #92,['image_92.jpg'],True,9.02,True,True,False,False,2025-01-19 00:38:53.531610
93,39,36.63381896009603,2.9880499960660774,127731,50.272287816540874,Villa,3,1,Nice property #93,['image_93.jpg'],True,14.23,False,True,True,False,2024-08-22 00:38:53.531628
94,50,36.73620427985426,2.920498503016807,158606,116.30091289725918,Villa,1,2,Nice property #94,['image_94.jpg'],True,5.46,False,False,False,False,2024-12-10 00:38:53.531645
95,15,36.64563354729765,3.070118324329575,132585,61.76164270092045,Villa,0,5,Nice property #95,['image_95.jpg'],False,11.72,False,True,True,True,2025-04-13 00:38:53.531654
96,19,36.647397410310674,2.942338206193715,195781,130.85002128732268,Studio,0,5,Nice property #96,['image_96.jpg'],False,11.05,True,False,False,False,2024-10-15 00:38:53.531675
97,4,36.620936888917555,3.061756534622608,225149,106.9189500342783,Villa,1,3,Nice property #97,['image_97.jpg'],True,13.57,False,True,False,False,2025-07-06 00:38:53.531697
98,30,36.673936381447,3.003346395418451,216867,112.30165598999137,Villa,1,6,Nice property #98,['image_98.jpg'],True,2.53,True,False,True,True,2025-05-21 00:38:53.531707
99,26,36.63282641537111,3.0288120443093494,113252,89.7122202743709,Apartment,1,2,Nice property #99,['image_99.jpg'],True,4.36,False,True,True,True,2024-11-07 00:38:53.531717
100,13,36.701972262381105,3.056434721281009,233180,129.0562784437176,Villa,0,1,Nice property #100,['image_100.jpg'],True,7.9,True,True,True,True,2025-07-03 00:38:53.531731
101,32,36.60464967985531,2.9311825761121635,128089,82.71518953931825,Apartment,2,5,Nice property #101,['image_101.jpg'],False,4.37,False,False,True,True,2024-11-12 00:38:53.531747
102,37,36.7045381731132,3.0621348489253575,169027,108.72552822042158,Apartment,0,1,Nice property #102,['image_102.jpg'],True,5.01,True,False,True,False,2024-07-28 00:38:53.531768
103,16,36.6991177233174,3.0116788253572926,187166,112.04025596249764,Studio,0,3,Nice property #103,['image_103.jpg'],True,8.13,False,False,True,False,2025-03-29 00:38:53.531777
104,33,36.72767129552054,2.933377789894574,104125,100.34610169156716,Apartment,2,2,Nice property #104,['image_104.jpg'],True,12.74,True,False,False,True,2025-06-09 00:38:53.531787
105,9,36.67584769945363,3.0993932448583315,212898,89.79342459946722,Villa,2,4,Nice property #105,['image_105.jpg'],True,11.38,True,False,False,True,2024-09-11 00:38:53.531799
106,10,36.72726338860666,3.072454253376171,249481,118.23594898312105,Villa,3,2,Nice property #106,['image_106.jpg'],False,4.73,False,True,True,True,2024-10-18 00:38:53.531809
107,45,36.612915255516576,3.040532749509768,215271,140.10673836640177,Apartment,1,6,Nice property #107,['image_107.jpg'],True,3.27,True,True,True,False,2025-03-27 00:38:53.531822
108,34,36.72519590355817,2.902137604111208,196033,143.4393557799236,Apartment,2,5,Nice property #108,['image_108.jpg'],True,6.49,False,False,True,True,2025-01-22 00:38:53.531838
109,41,36.77970916084877,3.045802205410189,88997,139.56012477695654,Villa,3,6,Nice property #109,['image_109.jpg'],True,2.92,True,False,False,False,2025-02-20 00:38:53.531854
110,11,36.77339205793691,2.9164458448971606,189152,122.09530074991362,Studio,0,1,Nice property #110,['image_110.jpg'],True,8.87,True,False,False,True,2024-09-16 00:38:53.531889
111,7,36.6115340890929,3.0866950023601984,152750,124.86161174821518,Apartment,3,2,Nice property #111,['image_111.jpg'],False,6.2,False,True,True,True,2025-03-02 00:38:53.531907
112,28,36.692629581720084,2.912046934287066,173570,99.0118215123263,Villa,0,4,Nice property #112,['image_112.jpg'],False,10.76,True,True,False,True,2025-04-09 00:38:53.531923
113,23,36.60798752130112,3.075263603057689,105943,109.81814722632042,Villa,0,5,Nice property #113,['image_113.jpg'],False,2.18,False,True,True,False,2024-09-03 00:38:53.531949
114,25,36.76236504365182,2.956787070082065,150846,75.34287445000291,Villa,1,2,Nice property #114,['image_114.jpg'],False,5.19,True,True,True,False,2024-11-10 00:38:53.531965
115,19,36.6332200680522,2.941923832516847,246393,145.85045599243614,Studio,3,1,Nice property #115,['image_115.jpg'],True,9.65,False,False,True,False,2024-09-02 00:38:53.531976
116,16,36.631332960601426,3.0317516738628307,149199,69.48991173649837,Apartment,0,4,Nice property #116,['image_116.jpg'],True,3.73,True,False,False,True,2025-04-09 00:38:53.531985
117,36,36.65011880511308,3.042570583691397,130721,108.92043532728258,Studio,0,6,Nice property #117,['image_117.jpg'],True,4.52,True,True,False,True,2025-02-02 00:38:53.531995
118,33,36.78699101425084,2.956834603975663,181433,149.56417905558789,Studio,3,2,Nice property #118,['image_118.jpg'],False,3.37,True,False,False,True,2025-05-03 00:38:53.532004
119,30,36.725164399195954,2.9360149258515884,179401,57.96830508249444,Studio,0,2,Nice property #119,['image_119.jpg'],False,1.66,False,True,False,False,2025-07-02 00:38:53.532014
120,27,36.75454757556237,3.0588486487573174,83443,130.81719161028462,Studio,0,5,Nice property #120,['image_120.jpg'],True,9.84,False,True,True,False,2025-01-08 00:38:53.532024
121,10,36.706384532062316,2.996391852760028,240475,110.68268404238461,Villa,3,6,Nice property #121,['image_121.jpg'],True,11.66,False,True,False,False,2025-03-22 00:38:53.532036
122,38,36.740400638001894,3.0877699415597775,236920,51.939843885474154,Apartment,3,5,Nice property #122,['image_122.jpg'],False,2.02,True,False,False,True,2025-05-12 00:38:53.532052
123,31,36.777536483718045,3.0107014948865864,136149,62.81627563039901,Apartment,2,6,Nice property #123,['image_123.jpg'],False,2.04,False,True,True,True,2025-02-24 00:38:53.532076
124,46,36.736798462334534,3.0294000085321677,161828,109.11531887500195,Villa,3,6,Nice property #124,['image_124.jpg'],False,3.73,False,True,True,True,2025-03-21 00:38:53.532086
125,37,36.640783408810016,2.9821239896805785,221082,133.30179804310785,Villa,2,6,Nice property #125,['image_125.jpg'],True,1.7,True,True,True,False,2025-01-12 00:38:53.532095
126,19,36.68660964764875,3.091284559421295,201123,82.06712451847457,Studio,3,4,Nice property #126,['image_126.jpg'],True,14.76,True,True,False,False,2025-05-21 00:38:53.532104
127,5,36.76146072191512,2.9339376344511914,163838,106.96762249116863,Studio,2,2,Nice property #127,['image_127.jpg'],False,3.33,False,True,True,False,2025-04-13 00:38:53.532113
128,31,36.71176991979431,3.029554660510618,106790,67.08741898830817,Apartment,3,1,Nice property #128,['image_128.jpg'],True,3.07,False,True,False,True,2024-07-18 00:38:53.532123
129,38,36.63203361957537,3.0033638616525002,243645,142.8940761300193,Villa,3,2,Nice property #129,['image_129.jpg'],True,10.14,True,True,True,True,2025-04-10 00:38:53.532133
130,17,36.79832973048334,2.9244376719630174,96814,70.07751711815688,Apartment,0,1,Nice property #130,['image_130.jpg'],False,1.72,True,True,True,True,2025-02-05 00:38:53.532147
131,32,36.721187167108404,3.000705840495048,172398,148.8939704800702,Apartment,3,5,Nice property #131,['image_131.jpg'],False,6.96,True,True,True,True,2025-02-17 00:38:53.532158
132,36,36.72309343838121,3.0183360378220496,112222,143.79303874385278,Apartment,3,3,Nice property #132,['image_132.jpg'],True,3.75,False,True,True,False,2024-09-27 00:38:53.532174
133,24,36.73674629508224,3.0964753271159537,115423,83.39017249947321,Studio,1,6,Nice property #133,['image_133.jpg'],False,7.09,False,True,True,True,2025-05-30 00:38:53.532190
134,12,36.722428336108884,2.929532228779703,198348,129.74871944959486,Studio,3,5,Nice property #134,['image_134.jpg'],True,4.31,False,True,False,True,2024-08-05 00:38:53.532207
135,28,36.783151967317814,3.058279921175172,248111,138.4362452552583,Villa,3,3,Nice property #135,['image_135.jpg'],True,10.88,True,False,False,True,2025-05-08 00:38:53.532220
136,25,36.710441337677324,3.0693067543644914,164878,72.7906349269247,Villa,2,3,Nice property #136,['image_136.jpg'],False,12.5,True,True,False,False,2024-10-19 00:38:53.532229
137,3,36.67284114645515,2.953369598514831,170155,75.18792540666058,Villa,2,6,Nice property #137,['image_137.jpg'],True,8.42,False,True,True,False,2025-06-15 00:38:53.532239
138,12,36.74178811092791,3.072781605324483,123254,123.66205475683286,Apartment,3,6,Nice property #138,['image_138.jpg'],False,2.93,False,False,False,True,2025-01-02 00:38:53.532248
139,50,36.66027633689841,2.9695646687787867,110889,94.03785388397294,Villa,2,2,Nice property #139,['image_139.jpg'],True,12.87,False,True,False,True,2025-01-09 00:38:53.532258
140,38,36.77875321193185,3.044753663026397,209799,88.35962041871173,Villa,1,1,Nice property #140,['image_140.jpg'],False,13.82,False,True,True,True,2024-10-25 00:38:53.532268
141,42,36.754887691042995,2.954262940041886,172868,53.0313330451482,Studio,0,1,Nice property #141,['image_141.jpg'],False,11.03,False,True,False,True,2025-02-14 00:38:53.532282
142,14,36.665826045784314,2.9104382681737455,234599,71.1006570426304,Villa,0,2,Nice property #142,['image_142.jpg'],False,11.73,True,False,False,False,2024-08-31 00:38:53.532292
143,23,36.71999248849015,2.9438425092803966,191842,94.97911618163698,Apartment,0,2,Nice property #143,['image_143.jpg'],True,2.79,True,True,True,False,2024-12-01 00:38:53.532304
144,22,36.778888933530084,3.0668838868817088,166105,60.77503864162159,Villa,3,6,Nice property #144,['image_144.jpg'],True,8.28,False,False,False,False,2024-07-24 00:38:53.532320
145,45,36.74457873379036,3.099202105527178,193349,87.05120723772612,Studio,2,3,Nice property #145,['image_145.jpg'],False,13.51,True,False,True,True,2025-06-12 00:38:53.532333
146,18,36.68004870926233,2.9139004407360973,90340,121.75978287534534,Studio,3,6,Nice property #146,['image_146.jpg'],False,14.81,False,False,False,False,2024-08-09 00:38:53.532345
147,40,36.68163138643431,2.9950229596641242,204441,109.25506815143628,Villa,3,4,Nice property #147,['image_147.jpg'],True,7.5,True,False,True,True,2025-05-06 00:38:53.532354
148,34,36.63047189555487,3.024218859360499,231541,121.42194864589496,Villa,2,4,Nice property #148,['image_148.jpg'],False,5.58,False,False,True,True,2025-01-10 00:38:53.532364
149,33,36.77973377821826,2.9123320548700726,206046,107.96683829701384,Apartment,0,2,Nice property #149,['image_149.jpg'],False,1.46,False,False,False,False,2024-10-24 00:38:53.532373
150,28,36.74454144568689,3.0220986596017387,88551,91.8984213774529,Apartment,2,1,Nice property #150,['image_150.jpg'],False,5.57,True,True,False,False,2025-05-20 00:38:53.532388
151,44,36.63306948150778,3.004553771557341,135997,121.38871091333992,Villa,3,3,Nice property #151,['image_151.jpg'],True,13.55,True,True,True,True,2024-07-29 00:38:53.532405
152,19,36.71284775124562,2.9934246673403635,180811,81.60045902764224,Studio,1,3,Nice property #152,['image_152.jpg'],False,3.35,False,True,False,False,2024-11-15 00:38:53.532419
153,35,36.75471879073921,3.0512192328119303,191529,87.63216132245887,Villa,2,2,Nice property #153,['image_153.jpg'],True,2.48,True,True,True,True,2025-07-13 00:38:53.532429
154,22,36.766724087332186,3.097689084907426,224651,138.2492735827447,Studio,1,2,Nice property #154,['image_154.jpg'],False,1.06,True,True,False,False,2025-04-07 00:38:53.532439
155,27,36.60281664576795,2.99489348377229,177302,104.00396781841215,Studio,3,2,Nice property #155,['image_155.jpg'],False,10.42,True,True,False,False,2024-09-20 00:38:53.532452
156,50,36.656056422671476,3.0087594297136016,227215,96.17817827496893,Apartment,0,6,Nice property #156,['image_156.jpg'],True,14.58,False,True,True,False,2025-06-25 00:38:53.532475
157,7,36.76541304713741,3.0810134524109336,117751,79.16729886904852,Studio,1,1,Nice property #157,['image_157.jpg'],True,7.82,True,True,True,False,2024-07-18 00:38:53.532487
158,46,36.7269446960524,3.012997631284341,166322,122.76981385711906,Apartment,0,3,Nice property #158,['image_158.jpg'],True,11.8,True,False,False,False,2024-11-06 00:38:53.532497
159,47,36.72841624033135,3.0955359029708105,83103,80.07850550189114,Apartment,3,3,Nice property #159,['image_159.jpg'],False,1.52,True,False,True,True,2025-03-23 00:38:53.532511
